MeasureItem;MeasureItemCategoryID;MeasureItemID;Category;Country;Year;LengthOfCircuits;LengthOfRoutes;NumberOfUnits;ProvidedValue;CreationDate;ProvidedValueCode
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;EE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;EE;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;422;DCC_110kV_220V;EE;2022;54;54;;;08/06/2023;
Inventory of Transmission;5;424;Comments_1;EE;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;EE;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;EE;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;EE;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;ES;2022;363.771;343.21;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;ES;2022;19104.559;13628.13;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;ES;2022;21896.29;14186.21;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;ES;2022;543.211;466.31744;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;ES;2022;55.05;22.8;;;08/06/2023;
Inventory of Transmission;5;408;DCC_220kV_380kV;ES;2022;549.94;274.97;;;08/06/2023;
Inventory of Transmission;5;409;DCC_Over_380kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;ES;2022;;;157;85.015;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;ES;2022;;;62;7.974;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;ES;2022;;;157;85.015;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;ES;2022;;;62;7.974;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;ES;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;ES;2022;;;;*Estimation of the Length of Routes. Includes RE assets on a national scope.;08/06/2023;
Inventory of Transmission;5;425;Comments_2;ES;2022;;;;*Estimation of the Length of Routes. Includes RE assets on a national scope.;08/06/2023;
Inventory of Transmission;5;426;Comments_3;ES;2022;;;;*Estimation of the Length of Routes. Includes RE assets on a national scope.;08/06/2023;
Inventory of Transmission;5;427;Comments_4;ES;2022;;;;*Includes RE assets on a national scope.;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;FI;2022;16615;15119;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;FI;2022;1061;1061;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;FI;2022;5742;5316;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;FI;2022;271;271;;;08/06/2023;
Inventory of Transmission;5;410;Of_PU_>400kV;FI;2022;;;69;27050;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;FI;2022;;;13;1960;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;FI;2022;;;7;2000;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;FI;2022;;;62;25050;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;FI;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;FI;2022;;;13;1960;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;FI;2022;357;357;;;08/06/2023;
Inventory of Transmission;5;424;Comments_1;FI;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;FI;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;FI;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;FI;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;FR;2022;861.043;832;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;FR;2022;26323.424;21662;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;FR;2022;22145.926;13603;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;FR;2022;1869.568;0;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;FR;2022;12.207;0;;;08/06/2023;
Inventory of Transmission;5;408;DCC_220kV_380kV;FR;2022;117;;;;08/06/2023;
Inventory of Transmission;5;409;DCC_Over_380kV;FR;2022;392;;;;08/06/2023;
Inventory of Transmission;5;410;Of_PU_>400kV;FR;2022;;;90;79848;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;FR;2022;;;231;27462;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;FR;2022;;;234;121800;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;FR;2022;;;15;1508;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;FR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;FR;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;FR;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;FR;2022;;;;For value for DCC_220kV_380kV: à répartir entre les lignes 12 et 13;08/06/2023;
Inventory of Transmission;5;427;Comments_4;FR;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;GR;2022;12834.06;8758.21;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;402;ACL_275kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;GR;2022;4519.6;2838.33;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;GR;2022;1412.67;1412.67;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;GR;2022;31.45;31.45;;;08/06/2023;
Inventory of Transmission;5;408;DCC_220kV_380kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;GR;2022;;;21;7106;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;GR;2022;;;197;14027.7;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;GR;2022;;;62;16970;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;GR;2022;;;3;100;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;GR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;GR;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;GR;2022;;;;The figures for ACC_220kV_380kV correspond to 150kV AC cables.;08/06/2023;
Inventory of Transmission;5;426;Comments_3;GR;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;GR;2022;;;;"The figures for Of_PU_>220kV correspond to 150kV transformers.
The figures for Nw_220kV_110kV_lower correspond to 150/66kV transformers.";08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;HR;2022;5318.25;4688.26;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;HR;2022;1269.29;1105.29;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;HR;2022;1246.54;1043.35;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;HR;2022;1;1;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;HR;2022;;;5;2000;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;HR;2022;;;8;2400;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;HR;2022;;;23;3500;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;HR;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;HR;2022;;;;"-These values include 110 kV AC cables
-If they need to be subtracted, the sum of cable LoC/LoR is 98.89 km";08/06/2023;
Inventory of Transmission;5;425;Comments_2;HR;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;HR;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;HR;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;401;ACL_220kV;HU;2022;1394;1099;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;HU;2022;3021;2322;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;HU;2022;268;268;;;08/06/2023;
Inventory of Transmission;5;406;ACC_220kV_380kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;HU;2022;;;1;1100;08/06/2023;
Inventory of Transmission;5;415;Nw_400kV_330kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;HU;2022;;;3;1500;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;HU;2022;;;44;11000;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;HU;2022;;;31;4960;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;HU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;HU;2022;;;;For ACL_750kV: of which 249 km is operating on 400 kV;08/06/2023;
Inventory of Transmission;5;425;Comments_2;HU;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;HU;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;HU;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;IT;2022;45098;41971;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;IT;2022;10607;8552;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;IT;2022;11191;10010;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;IT;2022;402;402;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;IT;2022;141;141;;;08/06/2023;
Inventory of Transmission;5;408;DCC_220kV_380kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;IT;2022;1578;1578;;;08/06/2023;
Inventory of Transmission;5;410;Of_PU_>400kV;IT;2022;;;217;66897;08/06/2023;
Inventory of Transmission;5;411;Of_PU_>330kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;IT;2022;;;188;22257.5;08/06/2023;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;IT;2022;;;64;25800;08/06/2023;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;IT;2022;;;311;78800;08/06/2023;
Inventory of Transmission;5;418;Nw_330kV_220kV;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;IT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;IT;2022;;;145;28550;08/06/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;IT;2022;862;542;;;08/06/2023;
Inventory of Transmission;5;424;Comments_1;IT;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;IT;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;IT;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;IT;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;LT;2022;4992;4278;;;08/06/2023;
Inventory of Transmission;5;401;ACL_220kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;402;ACL_275kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;LT;2022;1896;1729;;;08/06/2023;
Inventory of Transmission;5;404;ACL_380_400kV;LT;2022;102.7;51.35;;;08/06/2023;
Inventory of Transmission;5;405;ACL_750kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;LT;2022;0.3;0.3;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;LT;2022;147.17;147.17;;;08/06/2023;
Inventory of Transmission;5;409;DCC_Over_380kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;LT;2022;;;3;1800;08/06/2023;
Inventory of Transmission;5;416;Nw_400kV_220kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;LT;2022;;;23;4650;08/06/2023;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;422;DCC_110kV_220V;LT;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;LT;2022;;;;;08/06/2023;
Inventory of Transmission;5;425;Comments_2;LT;2022;;;;;08/06/2023;
Inventory of Transmission;5;426;Comments_3;LT;2022;;;;;08/06/2023;
Inventory of Transmission;5;427;Comments_4;LT;2022;;;;;08/06/2023;
Inventory of Transmission;5;400;ACL_110kV_220kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;401;ACL_220kV;LU;2022;286;148;;;08/06/2023;
Inventory of Transmission;5;402;ACL_275kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;405;ACL_750kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;LU;2022;28;17;;;08/06/2023;
Inventory of Transmission;5;407;ACC_Over_380kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;LU;2022;;;;;08/06/2023;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;LU;2022;;;;;08/06/2023;Not Expected
